source target weight_t0 weight_t1 weight_t2 weight_t3 weight_t4
Inter_Milan Cagliari_Calcio 0 0 1 2 1
Inter_Milan Marseille 0 0 0 0 1
Inter_Milan Stade_Reims 0 0 0 0 1
Inter_Milan FC_Porto 1 0 0 0 0
Inter_Milan Benfica 0 0 0 0 1
Inter_Milan Atalanta 0 1 0 3 0
Inter_Milan AS_Roma 1 0 0 3 0
Inter_Milan Catania 0 1 0 0 0
Inter_Milan UC_Sampdoria 1 0 3 2 2
Inter_Milan PSG 0 1 0 0 2
Inter_Milan QPR 0 1 0 0 0
Ipswich_Town Rotherham 0 0 1 0 0
Ipswich_Town Portsmouth 0 1 0 0 0
Ipswich_Town Derby 0 0 0 1 0
Ipswich_Town Leeds 1 0 0 0 0
Ipswich_Town Preston 1 0 0 1 0
Ipswich_Town QPR 0 1 0 0 0
Ipswich_Town Sheff_Utd 1 1 0 1 0
Ipswich_Town Middlesbrough_FC 0 1 0 0 0
Ipswich_Town Blackpool 1 1 0 0 0
Ipswich_Town West_Ham 0 0 1 0 0
Ipswich_Town Millwall 0 2 1 0 0
Ipswich_Town Newcastle 0 0 1 0 0
Ipswich_Town Stoke_City 1 0 0 0 0
Ipswich_Town Crystal_Palace 3 1 0 0 0
Ipswich_Town Suderland 1 1 0 0 0
Ipswich_Town West_Brom 0 2 0 0 0
Ipswich_Town Barnsley_FC 0 1 0 1 0
Ipswich_Town Wigan 0 0 0 1 0
Ipswich_Town Bristol_City 3 0 0 1 0
Ipswich_Town AFC_Bournemouth 0 0 1 0 0
Juventus St._Petersburg 0 0 0 1 0
Juventus Catania 0 1 0 0 0
Juventus OGC_Nice 0 0 0 0 1
Juventus Milan 1 1 0 2 0
Juventus Leeds 0 0 0 1 0
Juventus Werder_Bremen 0 1 0 0 0
Juventus PSG 0 1 0 2 0
Juventus Stuttgart 2 0 0 1 0
Juventus Genoa 2 1 0 2 1
Juventus Torino_FC 0 1 1 1 0
Juventus Bristol_City 0 0 1 0 0
Juventus SPAL 0 0 0 1 0
Juventus Liverpool 1 0 0 0 0
Juventus Barcelona 0 0 0 0 1
Juventus Borussia_Dortmund 0 0 0 0 1
Juventus Southampton 0 0 0 1 0
Juventus Watford_FC 0 0 2 0 0
Juventus CD_Leganés 0 0 1 0 0
Juventus Valencia 0 0 0 2 0
Juventus AS_Roma 0 0 0 1 1
Juventus Real_Madrid 0 0 1 0 0
Juventus US_Sassuolo 0 2 2 4 0
Juventus West_Ham 0 0 1 0 0
Juventus Hércules_CF 1 0 0 0 0
Juventus Sevilla_FC 0 0 1 0 0
Juventus Udinese_Calcio 1 1 0 1 0
Juventus UC_Sampdoria 1 1 1 1 1
Juventus Cagliari_Calcio 1 1 2 2 0
Juventus Bayern_Munich 0 0 1 1 1
Juventus Fulham 0 1 0 0 0
Juventus Suderland 0 1 0 0 0
Juventus Everton 0 0 0 1 0
Juventus Empoli_FC 0 0 1 1 0
Juventus US_Palermo 2 1 1 0 0
Juventus Inter_Milan 0 0 0 1 0
Juventus FC_Köln 0 0 1 0 0
Juventus AC_Siena 2 0 0 0 0
Juventus Chievo_Verona 0 0 1 0 0
Juventus Arsenal 0 0 0 1 0
Juventus West_Brom 0 1 0 0 0
Juventus Marseille 0 0 1 0 0
Juventus Tottenham 0 0 0 0 1
Juventus Manchester_City 0 0 1 1 1
Juventus AC_Fiorentina 2 1 0 0 1
Juventus Hellas_Verona 0 0 0 1 0
Juventus US_Lecce 1 0 0 0 0
Juventus Bologna 1 2 0 1 0
Juventus Parma 0 3 0 0 0
Juventus Atalanta 0 1 2 1 3
Juventus Wolfsburg 1 1 0 0 0
Juventus Brescia 1 0 0 0 0
Juventus AS_Bari 1 0 0 0 0
Juventus Hertha_BSC 0 0 0 0 1
Juventus Atlético_Madrid 0 1 0 0 0
KS_Samara FC_Sochi 0 0 0 0 2
KS_Samara Idel_Kazan 0 0 0 1 0
KS_Samara Din._Krasnodar 0 2 0 0 0
KS_Samara FK_Ufa 0 0 0 1 1
KS_Samara FK_Rostov 2 0 0 0 0
KS_Samara Dynamo_Moscow 0 0 1 1 0
KS_Samara St._Petersburg 0 1 3 0 1
KS_Samara Real_Zaragoza 1 0 0 0 0
KS_Samara FC_Toulouse 0 0 0 1 0
KS_Samara Spartak_Nalchik 1 0 0 0 0
KS_Samara Lokomotiv_Moscow 1 0 1 0 2
KS_Samara Kuban_Krasnodar 2 1 0 0 0
KS_Samara Tom_Tomsk 0 1 0 0 0
KS_Samara Spartak_Moscow 0 0 0 0 3
KS_Samara Boavista 0 0 1 0 0
Kuban_Krasnodar CSKA_Moscow 0 0 1 0 0
Kuban_Krasnodar Dynamo_Moscow 1 1 2 0 0
Kuban_Krasnodar Idel_Kazan 0 2 0 0 0
Kuban_Krasnodar FK_Rostov 1 1 0 0 0
Kuban_Krasnodar CA_Bastia 0 1 0 0 0
Kuban_Krasnodar FK_Ufa 0 0 1 0 0
Kuban_Krasnodar Din._Krasnodar 0 1 0 0 0
Kuban_Krasnodar Lokomotiv_Moscow 0 0 1 0 0
Kuban_Krasnodar Spartak_Moscow 0 1 2 0 0
Kuban_Krasnodar Stuttgart 0 0 1 0 0
LFK_Sibir CSKA_Moscow 1 0 0 0 0
LOSC_Lille Liverpool 0 0 1 0 0
LOSC_Lille SS_Lazio 1 0 0 0 0
LOSC_Lille Leicester 0 0 0 0 1
LOSC_Lille Association_Troyes_Aube_Champagne 0 0 0 0 1
LOSC_Lille Everton 0 0 0 0 1
LOSC_Lille Arsenal 0 1 0 1 1
LOSC_Lille Brighton 0 0 0 1 0
LOSC_Lille US_Salernitana 0 0 0 0 1
LOSC_Lille AS_Saint-Étienne 1 0 1 0 0
LOSC_Lille SM_Caen 0 0 2 0 0
LOSC_Lille FC_Köln 0 0 1 0 0
LOSC_Lille R._Strasbourg 0 0 0 1 0
LOSC_Lille AC_Ajaccio 0 2 0 0 0
LOSC_Lille Benfica 0 1 0 0 0
LOSC_Lille Marseille 0 2 0 0 0
LOSC_Lille Newcastle 0 2 0 0 1
LOSC_Lille PSG 0 1 0 0 1
LOSC_Lille Dijon_FCO 0 0 1 2 0
LOSC_Lille AS_Roma 0 0 0 0 1
LOSC_Lille Hertha_BSC 0 0 1 0 0
LOSC_Lille FC_Évian_Thonon_Gaillard 0 1 0 0 0
LOSC_Lille AC_Fiorentina 0 0 0 0 1
LOSC_Lille Chelsea 0 1 0 0 0
LOSC_Lille Angers_SCO 0 0 0 1 0
LOSC_Lille Sevilla_FC 0 0 0 2 0
LOSC_Lille FC_Schalke_04 1 0 0 1 0
LOSC_Lille CA_Bastia 0 1 0 0 0
LOSC_Lille FC_Girondins_Bordeaux 0 1 1 1 1
LOSC_Lille Crystal_Palace 0 0 1 0 0
LOSC_Lille Aston_Villa 0 0 1 1 0
LOSC_Lille Milan 0 0 0 1 1
LOSC_Lille OGC_Nice 0 0 1 0 0
LOSC_Lille Southampton 0 0 1 0 0
LOSC_Lille Lokomotiv_Moscow 0 0 0 1 0
LOSC_Lille US_Valenciennes 1 0 0 0 0
LOSC_Lille Atlético_Madrid 0 0 0 0 1
LOSC_Lille Napoli 0 0 0 1 1
LOSC_Lille Valencia 1 1 0 0 0
LOSC_Lille Bologna 0 0 0 0 1
LOSC_Lille SC_Braga 0 0 0 0 1
LOSC_Lille AS_Monaco 0 0 2 1 0
LOSC_Lille SC_Lyon 2 0 0 3 0
LOSC_Lille Fortuna_Sittard 0 0 0 0 1
LOSC_Lille Rennes 0 0 1 0 0
Las_Palmas_Atl. CD_Leganés 0 0 1 0 0
Las_Palmas_Atl. E._Frankfurt 0 0 0 1 0
Las_Palmas_Atl. Swansea_City 0 0 0 1 0
Le_Mans_FC AS_Nancy 1 0 0 0 0
Le_Mans_FC PSG 1 0 0 0 0
Le_Mans_FC LOSC_Lille 1 0 0 0 0
Le_Mans_FC Marseille 1 0 0 0 0
Le_Mans_FC Lokomotiv_Moscow 1 0 0 0 0
Le_Mans_FC Sevilla_FC 1 0 0 0 0
Le_Mans_FC US_Palermo 1 0 0 0 0
Le_Mans_FC AS_Monaco 1 0 0 0 0
Le_Mans_FC FC_Toulouse 1 0 0 0 0
Le_Mans_FC AS_Saint-Étienne 1 0 0 0 0
Le_Mans_FC Benfica 1 0 0 0 0
Leeds Sheff_Utd 1 0 1 0 0
Leeds West_Ham 0 0 1 0 0
Leeds Millwall 0 1 0 0 0
Leeds AS_Saint-Étienne 0 1 0 0 0
Leeds Ipswich_Town 0 0 1 0 0
Leeds Fulham 0 0 2 0 0
Leeds Doncaster_Rovers 0 1 0 0 0
Leeds Hull_City 0 1 0 0 0
Leeds Norwich 0 4 0 0 0
Leeds Bolton 0 1 0 1 0
Leeds Blackburn 0 0 1 0 0
Leeds Tottenham 0 0 0 1 0
Leeds Getafe 0 0 0 0 1
Leeds Scunthorpe_United 1 0 0 0 0
Leeds Cardiff 0 0 0 2 0
Leeds UC_Sampdoria 0 0 0 1 0
Leeds Barnsley_FC 0 0 1 1 0
Leeds Wigan 0 0 1 1 0
Leeds AFC_Bournemouth 0 0 1 0 0
Leeds Swansea_City 0 1 0 0 0
Leeds Derby 0 0 1 0 0
Leeds Huddersfield_Town 0 1 1 1 0
Leeds Barcelona 0 0 0 0 1
Leeds Stoke_City 0 0 0 0 1
Leeds Burnley 0 0 0 3 0
Leeds Rotherham 0 0 3 0 0
Leeds Brentford 0 0 0 1 0
Leeds Hellas_Verona 0 0 0 1 0
Leeds E._Frankfurt 0 0 0 1 0
Leeds Leicester 0 1 0 0 0
Leeds Middlesbrough_FC 0 0 0 1 0
Leeds Manchester_City 0 0 0 0 1
Leeds Nottingham_Forest 0 0 0 1 0
Leeds Everton 1 0 0 0 0
Leeds Bristol_City 0 1 0 0 0
Leicester OGC_Nice 0 0 0 0 1
Leicester Crystal_Palace 0 0 1 0 0
Leicester Chelsea 0 0 1 1 2
Leicester UC_Sampdoria 0 0 0 0 1
Leicester Blackburn 0 1 0 0 0
Leicester Villarreal_CF 0 0 0 1 0
Leicester Manchester_City 0 0 0 2 0
Leicester Middlesbrough_FC 0 0 1 0 0
Leicester Huddersfield_Town 0 0 0 1 0
Leicester Derby 0 0 1 1 0
Leicester CD_Nacional 0 1 0 0 0
Leicester Bayer_Leverkusen 0 0 0 0 1
Leicester Vitória_Setúbal_FC 0 1 0 0 0
Leicester Aston_Villa 0 0 1 0 0
Leicester Millwall 0 1 0 0 0
Leicester CD_Málaga 0 0 1 0 0
Leicester Stuttgart 0 0 0 1 0
Leicester Doncaster_Rovers 0 1 0 0 0
Leicester Reading_FC 0 0 1 0 0
Leicester Preston 1 0 1 0 0
Leicester Udinese_Calcio 0 0 0 0 1
Leicester Hull_City 2 1 0 1 0
Leicester Watford_FC 0 0 1 0 0
Leicester Blackpool 1 0 0 0 0
Leicester Wigan 0 1 0 0 0
Leicester Bolton 0 2 1 0 0
Leicester West_Brom 1 0 0 0 0
Leicester Bristol_City 0 0 0 0 1
Leicester TSG_Hoffenheim 0 0 1 0 0
Leicester SC_Lyon 0 0 0 0 1
Leicester Nottingham_Forest 0 0 0 1 0
Leicester QPR 0 0 0 0 1
Leicester Leeds 0 1 1 0 0
Leixões_SC Naval 1 0 0 0 0
Leixões_SC RCD_Mallorca 1 0 0 0 0
Leixões_SC Dep._La_Coruña 1 0 0 0 0
Leixões_SC SC_Braga 1 0 0 0 0
Leixões_SC FC_Porto 1 0 0 0 0
Leixões_SC SC_Olhanense 1 0 0 0 0
Levante_UD Real_Betis 0 0 0 1 0
Levante_UD Lokomotiv_Moscow 0 1 0 0 0
Levante_UD AFC_Bournemouth 0 0 0 1 0
Levante_UD Getafe 0 1 0 1 0
Levante_UD R._Strasbourg 0 0 0 1 0
Levante_UD Espanyol 0 0 1 1 0
Levante_UD Wigan 0 1 0 0 0
Levante_UD Real_Valladolid_CF 0 0 0 0 1
Levante_UD AC_Fiorentina 0 1 0 0 0
Levante_UD Sevilla_FC 0 1 0 0 0
Levante_UD Las_Palmas_Atl. 0 0 1 0 0
Levante_UD FC_Nantes 0 0 0 0 1
Levante_UD Nottingham_Forest 0 0 0 1 0
Levante_UD Granada_CF 0 0 1 0 1
Levante_UD Real_Zaragoza 0 1 0 0 0
Levante_UD CA_Osasuna 0 0 0 1 0
Levante_UD SD_Eibar 0 0 2 0 0
Levante_UD Valencia 0 1 0 1 0
Levante_UD Real_Madrid 0 0 1 0 0
Liverpool Bayern_Munich 0 0 1 0 1
Liverpool QPR 0 0 1 0 0
Liverpool AC_Fiorentina 0 1 0 0 0
Liverpool Blackpool 0 1 0 0 0
Liverpool Manchester_City 0 0 1 0 0
Liverpool Bayer_Leverkusen 1 0 0 0 0
Liverpool Norwich 0 1 0 0 0
Liverpool Chelsea 2 1 0 0 0
Liverpool FC_Twente 1 0 0 0 0
Liverpool Reading_FC 0 0 1 0 1
Liverpool PSG 0 0 0 0 1
Liverpool Real_Zaragoza 1 0 0 0 0
Liverpool Cagliari_Calcio 0 0 0 1 0
Liverpool SC_Lyon 0 0 0 0 1
Liverpool Preston 0 0 0 0 1
Liverpool Real_Madrid 2 0 0 0 0
Liverpool St._Petersburg 0 0 0 0 1
Liverpool AFC_Bournemouth 0 0 2 1 0
Liverpool Juventus 0 0 0 1 0
Liverpool Espanyol 1 0 0 0 0
Liverpool Milan 0 0 1 0 1
Liverpool Newcastle 1 0 0 0 0
Liverpool Swansea_City 0 1 0 0 0
Liverpool Suderland 0 0 2 0 0
Liverpool FC_Évian_Thonon_Gaillard 0 1 0 0 0
Liverpool TSG_Hoffenheim 1 0 0 0 0
Liverpool Crystal_Palace 0 0 2 1 1
Liverpool Fulham 0 0 0 1 1
Liverpool Derby 0 0 0 1 0
Liverpool Napoli 1 0 0 0 0
Liverpool West_Ham 0 3 0 0 0
Liverpool Tottenham 1 0 0 0 0
Liverpool Sporting 0 1 0 0 0
Liverpool Southampton 0 0 0 1 0
Liverpool Bolton 0 2 0 0 0
Liverpool Dynamo_Moscow 1 0 0 0 0
Liverpool Wolfsburg 0 1 0 0 0
Liverpool Cardiff 0 1 0 0 1
Liverpool OGC_Nice 0 0 1 0 0
Liverpool AS_Roma 1 0 0 0 0
Liverpool AC_Cesena 1 0 0 0 0
Liverpool SS_Lazio 0 0 1 1 0
Liverpool Brighton 0 0 0 0 1
Liverpool Portsmouth 1 0 0 0 0
Liverpool Barcelona 1 0 1 1 0
Liverpool Nottingham_Forest 0 0 0 0 1
Liverpool Stoke_City 0 2 2 0 0
Liverpool Leicester 2 1 0 1 0
Liverpool West_Brom 1 0 1 0 0
Liverpool Le_Mans_FC 1 0 0 0 0
Liverpool Levante_UD 0 1 0 0 0
Liverpool Hull_City 0 0 0 1 0
Liverpool FC_Union_Berlin 0 0 0 0 1
Liverpool Villarreal_CF 0 0 0 1 0
Liverpool AS_Monaco 0 0 0 0 1
Liverpool FC_Porto 0 0 0 0 1
Liverpool Sevilla_FC 0 0 1 0 0
Lokomotiv_Moscow Atalanta 0 0 0 0 1
Lokomotiv_Moscow FC_Sochi 0 0 0 0 1
Lokomotiv_Moscow CSKA_Moscow 0 0 0 0 1
Lokomotiv_Moscow West_Brom 1 0 0 0 0
Lokomotiv_Moscow Hull_City 0 0 1 0 0
Lokomotiv_Moscow Spartak_Nalchik 1 0 0 0 0
Lokomotiv_Moscow Sporting 1 0 0 0 0
Lokomotiv_Moscow OGC_Nice 0 0 0 0 1
Lokomotiv_Moscow FK_Rostov 0 2 1 1 1
Lokomotiv_Moscow Arsenal_Tula 0 0 0 0 1
Lokomotiv_Moscow FK_Khimki 0 0 0 0 2
Lokomotiv_Moscow Tom_Tomsk 1 0 0 0 0
Lokomotiv_Moscow FSV_Mainz 0 1 0 0 0
Lokomotiv_Moscow LOSC_Lille 0 1 0 0 0
Lokomotiv_Moscow Spartak_Moscow 1 1 1 0 1
Lokomotiv_Moscow Idel_Kazan 1 2 1 1 3
Lokomotiv_Moscow Dynamo_Moscow 1 1 0 0 1
Lokomotiv_Moscow Everton 1 0 1 0 0
Lokomotiv_Moscow Kuban_Krasnodar 0 0 2 0 0
Lokomotiv_Moscow Din._Krasnodar 0 3 0 3 1
Luton_Town Southampton 0 0 0 0 1
Luton_Town Cardiff 0 0 0 0 1
Luton_Town Hull_City 0 0 0 0 1
Luton_Town Huddersfield_Town 0 0 0 0 1
Luton_Town Leicester 0 0 0 1 0
Luton_Town AFC_Bournemouth 0 0 0 1 0
Luton_Town Rotherham 0 0 0 0 1
Luton_Town Bristol_City 0 0 0 0 2
Manchester_City FC_Eindhoven 1 0 0 0 0
Manchester_City Dynamo_Moscow 0 0 1 0 0
Manchester_City Alavés 0 0 0 1 0
Manchester_City Real_Betis 0 0 0 0 1
Manchester_City Borussia_Dortmund 0 0 1 0 0
Manchester_City RKC_Waalwijk 0 0 0 0 1
Manchester_City Ajax 0 0 0 1 0
Manchester_City Leicester 0 1 0 1 0
Manchester_City Rotherham 0 0 1 0 0
Manchester_City West_Brom 0 0 4 1 0
Manchester_City Middlesbrough_FC 0 0 1 0 0
Manchester_City Stuttgart 0 0 0 1 0
Manchester_City Portsmouth 1 0 0 0 0
Manchester_City Barcelona 1 0 0 0 3
Manchester_City Everton 1 1 3 2 0
Manchester_City Hull_City 1 1 1 0 0
Manchester_City Tottenham 1 1 0 0 0
Manchester_City Plymouth 1 0 0 0 0
Manchester_City Levante_UD 0 1 0 0 0
Manchester_City Parma 1 0 0 1 0
Manchester_City Southampton 0 0 0 1 0
Manchester_City Brighton 0 2 0 0 0
Manchester_City Borussia_Mönchengladbach 0 0 0 0 1
Manchester_City Swansea_City 0 0 0 2 0
Manchester_City Newcastle 1 1 0 0 0
Manchester_City RB_Leipzig 0 0 0 0 1
Manchester_City PSG 0 0 1 1 0
Manchester_City Liverpool 0 2 1 0 0
Manchester_City Reading_FC 0 2 1 0 0
Manchester_City Leeds 0 0 0 0 2
Manchester_City SC_Lyon 0 0 2 1 0
Manchester_City Hannover_96 0 1 0 0 0
Manchester_City QPR 0 3 1 0 0
Manchester_City Nottingham_Forest 0 0 0 0 1
Manchester_City Espanyol 0 0 1 0 0
Manchester_City Bayern_Munich 0 1 0 0 1
Manchester_City Chelsea 1 0 0 1 1
Manchester_City AC_Fiorentina 0 1 0 0 0
Manchester_City CD_Málaga 0 1 0 0 0
Manchester_City Juventus 0 1 1 1 1
Manchester_City SS_Lazio 1 0 0 0 0
Manchester_City Blackburn 1 0 0 0 0
Manchester_City St._Petersburg 0 0 1 0 0
Manchester_City Valencia 0 0 1 1 1
Manchester_City Wigan 0 0 1 0 0
Manchester_City Birmingham 1 0 0 0 1
Manchester_City Real_Valladolid_CF 1 0 0 0 0
Manchester_City Real_Madrid 1 0 1 2 1
Manchester_City Fulham 0 1 0 0 2
Manchester_City SC_Feyenoord 0 0 0 0 1
Manchester_City AS_Saint-Étienne 1 0 0 0 0
Manchester_City Ipswich_Town 1 1 0 0 0
Manchester_City Burnley 1 1 0 1 1
Manchester_City Inter_Milan 0 0 2 2 1
Manchester_City Doncaster_Rovers 1 0 0 0 0
Manchester_City Villarreal_CF 0 0 0 1 0
Manchester_City West_Ham 0 0 0 1 0
Manchester_City Marseille 0 0 1 0 0
Manchester_City Sheff_Utd 2 0 1 0 0
Manchester_City Benfica 0 0 1 0 1
Manchester_City Milan 1 2 0 0 0
Manchester_City CSKA_Moscow 1 0 0 0 0
Manchester_City Bayer_Leverkusen 0 0 1 0 1
Manchester_City Wolfsburg 0 0 0 0 1
Manchester_City Hellas_Verona 0 0 0 1 0
Manchester_City Torino_FC 1 0 0 0 0
Manchester_City Huddersfield_Town 0 0 0 1 0
Manchester_City Sevilla_FC 0 0 0 2 0
Manchester_City Cardiff 1 1 1 0 0
Manchester_City Watford_FC 0 1 0 0 0
Manchester_City Sporting 0 0 0 0 1
Manchester_City Crystal_Palace 0 0 1 0 0
Manchester_City SD_Eibar 0 0 1 0 0
Manchester_City FC_Schalke_04 0 0 1 0 0
Manchester_City Arsenal 1 0 1 1 2
Manchester_City AS_Roma 0 1 1 1 2
Manchester_City Bolton 1 0 1 0 0
Manchester_City AS_Monaco 0 0 1 0 0
Manchester_City Suderland 1 3 3 0 0
Manchester_City Preston 1 0 0 0 0
Manchester_City Aston_Villa 2 1 2 1 0
Manchester_City Association_Troyes_Aube_Champagne 0 0 0 0 4
Manchester_City Celta_de_Vigo 0 0 1 0 0
Marseille Clermont_Foot 0 0 0 0 1
Marseille Rennes 0 0 0 0 1
Marseille Swansea_City 0 0 1 0 0
Marseille Arsenal 1 0 0 0 0
Marseille Kuban_Krasnodar 0 1 0 0 0
Marseille West_Ham 0 1 2 0 0
Marseille Sheff_Utd 0 0 1 0 0
Marseille FC_Lorient 0 1 1 0 1
Marseille Aston_Villa 0 0 0 0 2
Marseille Southampton 0 0 0 0 1
Marseille AJ_Auxerre 0 1 0 0 0
Marseille Milan 0 1 0 0 0
Marseille OGC_Nice 1 1 1 0 0
Marseille Real_Betis 0 0 1 0 0
Marseille FC_Toulouse 2 0 0 0 0
Marseille Wolfsburg 1 0 0 0 0
Marseille AS_Roma 0 1 0 0 0
Marseille Suderland 1 0 0 0 0
Marseille FC_Grenoble_JI 1 0 0 0 0
Marseille Hertha_BSC 0 0 0 1 0
Marseille FC_Évian_Thonon_Gaillard 0 1 0 0 0
Marseille Blackburn 1 0 0 0 0
Marseille Sevilla_FC 0 0 0 1 0
Marseille Tottenham 0 0 1 0 0
Marseille US_Sassuolo 0 0 0 0 1
Marseille QPR 0 2 0 0 0
Marseille Montpellier 1 1 0 0 1
Marseille Bayern_Munich 0 0 0 0 1
Marseille Dynamo_Moscow 0 0 1 1 0
Marseille R._Strasbourg 0 0 0 0 1
Marseille Newcastle 1 0 1 0 0
Marseille Chelsea 0 1 1 0 0
Marseille AS_Saint-Étienne 0 1 0 1 0
Marseille Crystal_Palace 0 0 1 0 0
Marseille AS_Monaco 0 0 1 0 0
Marseille Boavista 0 0 0 1 0
Marseille SM_Caen 0 0 1 1 0
Marseille Fulham 0 0 0 1 0
Marseille US_Valenciennes 1 0 0 0 0
Marseille SC_Lyon 0 0 2 0 0
Marseille Watford_FC 0 0 1 0 0
Marseille Wolves_FC 1 0 0 0 0
Marseille Juventus 0 0 1 0 0
Marseille FC_Porto 0 1 1 0 0
Marítimo FC_Paços_de_Ferreira 0 1 0 0 0
Marítimo Gil_Vicente_FC 0 1 0 0 2
Marítimo Moreirense_FC 0 0 0 1 0
Marítimo Vitória_Guimarães_SC 2 0 1 0 0
Marítimo SC_Braga 1 0 0 4 0
Marítimo Rio_Ave_FC 1 2 0 0 0
Marítimo FK_Khimki 0 0 0 0 1
Marítimo SC_Olhanense 1 0 0 0 0
Marítimo Chaves 0 0 1 1 0
Marítimo EA_Guingamp 0 0 1 0 0
Marítimo Sevilla_FC 0 1 0 0 0
Marítimo FC_Vizela 0 0 0 0 1
Marítimo CD_Tondela 0 0 1 0 1
Marítimo Sporting 0 2 0 0 0
Marítimo Belenenses 0 0 0 1 0
Marítimo FC_Porto 0 1 4 0 1
Marítimo Arouca 0 0 1 0 0
Marítimo Heracles_Almelo 1 0 0 0 0
Marítimo Benfica 0 0 1 1 1
Marítimo Suderland 0 1 0 0 0
Marítimo Vitória_Setúbal_FC 2 0 0 1 0
Marítimo FC_Volendam 1 0 0 0 0
Marítimo Estoril_Praia 0 0 0 0 1
Marítimo Charlton 0 0 1 0 0
Middlesbrough_FC QPR 0 0 0 1 1
Middlesbrough_FC Chelsea 1 0 0 0 0
Middlesbrough_FC Wolves_FC 0 0 0 1 0
Middlesbrough_FC Girona 0 0 0 2 0
Middlesbrough_FC Birmingham 0 0 1 0 2
Middlesbrough_FC Hannover_96 1 0 0 0 0
Middlesbrough_FC Millwall 0 3 0 0 2
Middlesbrough_FC Real_Betis 0 0 0 1 0
Middlesbrough_FC Liverpool 1 0 0 1 0
Middlesbrough_FC Sheff_Utd 1 0 1 1 0
Middlesbrough_FC Blackpool 0 1 0 0 0
Middlesbrough_FC FC_Nantes 0 0 0 1 0
Middlesbrough_FC Derby 0 0 1 0 0
Middlesbrough_FC Bolton 1 0 0 0 0
Middlesbrough_FC Norwich 0 0 0 1 0
Middlesbrough_FC Sporting 1 0 0 0 0
Middlesbrough_FC Blackburn 0 0 1 1 2
Middlesbrough_FC Watford_FC 1 0 0 0 1
Middlesbrough_FC Hull_City 1 0 0 0 0
Middlesbrough_FC Ajax 1 0 0 0 0
Middlesbrough_FC Wigan 1 0 0 0 0
Middlesbrough_FC OGC_Nice 0 1 0 0 0
Middlesbrough_FC West_Ham 1 0 0 1 0
Middlesbrough_FC SD_Eibar 0 0 1 0 0
Middlesbrough_FC Cardiff 1 1 0 1 0
Middlesbrough_FC Preston 0 0 0 1 0
Middlesbrough_FC Swansea_City 0 1 1 0 1
Middlesbrough_FC Burnley 0 0 1 1 0
Middlesbrough_FC Nottingham_Forest 0 0 1 1 0
Middlesbrough_FC Rotherham 0 0 3 0 1
Middlesbrough_FC UC_Sampdoria 0 0 0 1 0
Middlesbrough_FC Fulham 1 0 0 1 0
Middlesbrough_FC Tottenham 0 0 0 0 1
Middlesbrough_FC CD_Leganés 0 0 0 1 0
Middlesbrough_FC AFC_Bournemouth 0 0 1 0 1
Middlesbrough_FC Atalanta 0 0 0 1 0
Middlesbrough_FC Aston_Villa 2 1 1 0 0
Middlesbrough_FC Manchester_City 1 0 0 0 0
Middlesbrough_FC FSV_Mainz 0 0 0 1 0
Middlesbrough_FC Huddersfield_Town 0 0 2 0 0
Middlesbrough_FC Stoke_City 2 0 0 0 0
Middlesbrough_FC Barnsley_FC 0 0 1 0 0
Middlesbrough_FC Leeds 0 0 0 2 0
Milan Atlético_Madrid 0 0 1 1 0
Milan Barcelona 0 0 0 0 1
Milan Juventus 1 1 0 2 0
Milan Valencia 0 0 0 0 1
Milan FC_Girondins_Bordeaux 1 0 1 0 0
Milan Villarreal_CF 0 0 1 1 0
Milan Cagliari_Calcio 1 0 0 1 0
Milan Atalanta 1 1 1 2 0
Milan Espanyol 0 0 0 1 0
Milan Alavés 0 0 0 1 0
Milan Torino_FC 1 1 0 1 1
Milan Hertha_BSC 0 0 0 1 0
Milan Sevilla_FC 0 0 1 0 1
Milan Parma 0 1 0 0 0
Milan Empoli_FC 0 0 1 1 0
Milan Sporting 1 1 0 0 0
Milan AS_Monaco 1 0 0 0 0
Milan US_Palermo 1 0 0 0 0
Milan US_Sassuolo 0 0 1 1 0
Milan SC_Lyon 0 0 0 0 1
Milan PSG 0 2 0 0 1
Milan Hellas_Verona 0 1 2 1 0
Milan Catania 0 1 0 0 0
Milan Arsenal 0 1 0 0 0
Milan Bologna 0 1 1 1 0
Milan AC_Fiorentina 1 1 0 0 1
Milan FC_Eindhoven 0 1 0 0 0
Milan SS_Lazio 1 0 0 1 3
Milan Liverpool 0 0 1 0 0
Milan Carpi_FC_1909 0 0 1 0 0
Milan UC_Sampdoria 1 1 1 0 1
Milan Inter_Milan 0 1 0 0 1
Milan Real_Madrid 1 0 0 0 0
Milan FC_Schalke_04 1 1 0 0 0
Milan Genoa 3 6 0 2 0
Milan Chievo_Verona 0 0 1 0 0
Milan Dynamo_Moscow 0 0 0 0 1
Milan Wolves_FC 0 0 0 1 0
Milan AS_Saint-Étienne 0 1 0 0 0
Milan AS_Roma 0 1 2 0 0
Milan Las_Palmas_Atl. 0 0 1 0 0
Milan Spartak_Moscow 0 0 1 0 0
Milan E._Frankfurt 0 0 0 0 2
Milan Benfica 0 0 2 0 0
Millwall Middlesbrough_FC 0 0 0 1 0
Millwall Huddersfield_Town 0 0 0 0 1
Millwall Sheff_Utd 0 0 1 0 0
Millwall Stoke_City 0 0 0 1 0
Millwall Norwich 0 1 0 0 0
Millwall Bolton 0 1 2 0 0
Millwall Cardiff 0 0 1 0 1
