source target weight_t0 weight_t1 weight_t2 weight_t3 weight_t4
Celta_de_Vigo CD_Málaga 0 0 1 0 0
Celta_de_Vigo Real_Madrid 0 0 0 0 1
Celta_de_Vigo Girona 0 0 0 1 0
Celta_de_Vigo Manchester_City 0 0 1 0 0
Celta_de_Vigo Atlético_Madrid 0 0 1 1 0
Celta_de_Vigo Valencia 0 0 2 3 0
Celta_de_Vigo Liverpool 0 1 0 0 0
Celta_de_Vigo SC_Lyon 0 0 0 1 0
Celta_de_Vigo Alavés 0 0 0 1 0
Celta_de_Vigo Brighton 0 1 0 0 0
Celta_de_Vigo Levante_UD 0 0 0 1 0
Celta_de_Vigo Espanyol 0 0 0 1 1
Celta_de_Vigo Getafe 0 1 0 0 0
Celta_de_Vigo West_Brom 0 0 0 0 1
Charlton AFC_Bournemouth 0 1 0 0 0
Charlton Leicester 0 0 1 0 0
Charlton West_Ham 0 0 1 0 0
Charlton Sheff_Utd 0 0 1 0 0
Charlton Brighton 0 1 0 0 0
Charlton Stoke_City 1 0 0 0 0
Charlton Arsenal 0 1 0 0 0
Charlton Crystal_Palace 1 0 0 0 0
Charlton Rotherham 0 0 1 0 0
Charlton Liverpool 0 0 1 0 0
Charlton Bolton 0 0 3 0 0
Charlton Birmingham 1 0 1 0 0
Charlton Blackpool 0 1 0 0 0
Charlton Wolves_FC 1 0 0 0 0
Charlton Portsmouth 1 0 0 0 0
Charlton Ipswich_Town 1 0 0 0 0
Chaves Vitória_Guimarães_SC 0 0 0 1 0
Chaves Boavista 0 0 1 1 0
Chaves SC_Braga 0 0 2 0 0
Chaves CD_Nacional 0 0 1 0 0
Chelsea Atalanta 0 0 0 0 2
Chelsea Spartak_Moscow 0 0 0 0 1
Chelsea Real_Valladolid_CF 0 0 0 0 1
Chelsea Milan 0 1 1 0 2
Chelsea Real_Madrid 1 0 0 2 1
Chelsea Werder_Bremen 1 0 0 0 0
Chelsea LOSC_Lille 0 1 0 0 0
Chelsea SC_Lyon 0 0 0 1 0
Chelsea Manchester_City 3 1 0 1 0
Chelsea Atlético_Madrid 0 0 1 1 1
Chelsea Hamburger_SV 0 2 0 0 0
Chelsea CD_Leganés 0 0 0 1 0
Chelsea Fulham 0 0 0 1 0
Chelsea Wolfsburg 0 1 1 0 0
Chelsea FC_Eindhoven 0 1 0 0 1
Chelsea Aston_Villa 1 0 0 1 0
Chelsea Bayer_Leverkusen 1 0 0 0 0
Chelsea St._Petersburg 0 0 1 0 0
Chelsea Benfica 0 1 0 0 0
Chelsea QPR 0 1 0 1 1
Chelsea PSG 1 1 1 0 0
Chelsea RB_Leipzig 0 0 0 0 1
Chelsea Stoke_City 0 0 0 0 1
Chelsea Wigan 1 0 0 0 0
Chelsea AS_Monaco 0 0 0 1 0
Chelsea Barcelona 0 0 0 0 2
Chelsea Liverpool 1 1 0 0 0
Chelsea Juventus 0 0 0 1 0
Chelsea Borussia_Mönchengladbach 0 0 1 0 0
Chelsea Tottenham 1 0 0 0 0
Chelsea Brentford 0 0 1 0 0
Chelsea SC_Braga 0 0 0 1 1
Chelsea Torino_FC 0 0 0 1 0
Chelsea Watford_FC 0 0 0 1 0
Chelsea Suderland 0 0 2 0 0
Chelsea Espanyol 1 0 0 0 0
Chelsea Parma 0 1 0 0 0
Chelsea AFC_Bournemouth 0 0 0 2 0
Chelsea Udinese_Calcio 0 0 1 0 0
Chelsea Sheff_Utd 0 0 1 0 0
Chelsea AS_Roma 0 0 2 0 2
Chelsea Swansea_City 1 0 0 0 0
Chelsea Middlesbrough_FC 0 0 1 0 0
Chelsea Inter_Milan 1 0 0 0 0
Chelsea Sevilla_FC 0 0 1 0 0
Chelsea Doncaster_Rovers 0 1 0 0 0
Chelsea Stuttgart 1 0 0 0 0
Chelsea Las_Palmas_Atl. 0 0 0 1 0
Chelsea Crystal_Palace 0 0 0 1 0
Chelsea Brighton 0 0 0 0 1
Chelsea Newcastle 0 0 0 1 0
Chelsea FC_Schalke_04 1 0 0 0 0
Chelsea Southampton 0 0 2 0 0
Chelsea Preston 0 0 0 0 1
Chelsea Bristol_City 0 0 0 1 0
Chelsea Arsenal 0 0 1 1 2
Chelsea Everton 0 0 2 0 0
Chelsea West_Ham 0 0 0 0 2
Chelsea Leicester 0 0 1 0 0
Chievo_Verona Atalanta 0 0 3 0 0
Chievo_Verona SC_Olhanense 0 1 0 0 0
Chievo_Verona Estoril_Praia 0 1 0 0 0
Chievo_Verona Milan 1 1 1 0 0
Chievo_Verona Leeds 0 0 1 1 0
Chievo_Verona Genoa 0 2 2 2 0
Chievo_Verona Swansea_City 0 0 1 0 0
Chievo_Verona Cagliari_Calcio 0 0 0 2 0
Chievo_Verona SPAL 0 0 0 1 0
Chievo_Verona Hellas_Verona 0 1 0 0 0
Chievo_Verona UC_Sampdoria 0 0 2 0 0
Chievo_Verona Angers_SCO 0 0 1 0 0
Chievo_Verona US_Palermo 0 1 1 0 0
Chievo_Verona Inter_Milan 2 1 0 0 0
Chievo_Verona AC_Cesena 1 0 0 0 0
Chievo_Verona Torino_FC 0 0 1 0 0
Chievo_Verona Udinese_Calcio 0 0 1 0 0
Chievo_Verona Napoli 0 0 0 1 0
Chievo_Verona Bologna 0 2 0 0 0
Chievo_Verona Catania 1 0 0 0 0
Chievo_Verona Parma 0 0 0 1 0
Chievo_Verona AS_Roma 0 2 0 0 0
Chievo_Verona Carpi_FC_1909 0 0 1 0 0
Chievo_Verona Villarreal_CF 0 1 0 0 0
Clermont_Foot Angers_SCO 0 0 0 0 1
Clermont_Foot LOSC_Lille 0 0 0 0 2
Clermont_Foot RC_Lens 0 0 0 0 1
Coventry Norwich 1 0 0 0 0
Coventry NAC_Breda 1 0 0 0 0
Coventry Plymouth 1 0 0 0 0
Coventry Sheff_Utd 1 0 0 0 0
Coventry QPR 1 0 0 0 0
Coventry Fulham 1 0 0 0 0
Coventry Cardiff 0 2 0 0 0
Coventry Aston_Villa 1 0 0 0 0
Coventry Suderland 0 1 0 0 0
Coventry FC_Zwolle 0 0 0 0 1
Coventry Reading_FC 1 0 0 0 0
Coventry Blackburn 0 0 0 0 1
Coventry Newcastle 1 0 0 0 0
Coventry Middlesbrough_FC 0 1 0 0 0
Coventry Birmingham 1 1 0 0 0
Crystal_Palace Hull_City 0 0 0 1 0
Crystal_Palace Nottingham_Forest 0 0 0 0 1
Crystal_Palace Burnley 0 0 0 0 1
Crystal_Palace Doncaster_Rovers 1 0 0 0 0
Crystal_Palace Aston_Villa 0 0 1 0 0
Crystal_Palace Tottenham 1 0 0 0 0
Crystal_Palace Millwall 0 1 0 0 0
Crystal_Palace Birmingham 0 1 0 0 0
Crystal_Palace NAC_Breda 0 0 0 1 0
Crystal_Palace RB_Leipzig 0 0 0 0 1
Crystal_Palace Everton 0 0 1 0 1
Crystal_Palace West_Brom 0 0 0 0 1
Crystal_Palace AFC_Bournemouth 0 0 1 0 1
Crystal_Palace Southampton 0 1 1 0 0
Crystal_Palace Coventry 1 0 0 0 0
Crystal_Palace Portsmouth 1 0 0 0 0
Crystal_Palace Watford_FC 0 0 2 0 0
Crystal_Palace Wigan 2 0 0 0 0
Crystal_Palace Plymouth 1 0 0 0 0
Crystal_Palace Ipswich_Town 0 0 1 0 0
Crystal_Palace Montpellier 0 0 0 0 1
Crystal_Palace Bolton 0 1 2 0 0
Crystal_Palace Marseille 0 0 0 1 0
Crystal_Palace Blackburn 0 1 0 0 0
Crystal_Palace Newcastle 0 0 1 0 0
Crystal_Palace Charlton 1 0 0 0 0
Crystal_Palace UC_Sampdoria 0 0 1 0 0
Crystal_Palace FC_Köln 0 0 0 0 1
Crystal_Palace Barnsley_FC 0 0 0 1 0
Crystal_Palace QPR 2 0 0 0 0
Crystal_Palace Reading_FC 0 0 0 0 1
Crystal_Palace Sheff_Utd 1 1 3 0 0
Crystal_Palace Huddersfield_Town 0 1 0 0 0
Crystal_Palace Cardiff 1 0 3 0 0
Crystal_Palace Manchester_City 0 1 0 1 0
Crystal_Palace Stoke_City 1 0 0 0 0
Crystal_Palace Leicester 0 2 0 0 0
Crystal_Palace Blackpool 0 1 0 0 0
De_Graafschap NEC_Nijmegen 1 0 0 0 0
De_Graafschap SC_Heerenveen 0 0 0 1 0
De_Graafschap NAC_Breda 1 0 0 0 0
Dep._La_Coruña Cagliari_Calcio 0 0 1 0 0
Dep._La_Coruña Wigan 1 0 0 0 0
Dep._La_Coruña Getafe 0 0 0 1 0
Dep._La_Coruña FC_Schalke_04 0 0 0 1 0
Dep._La_Coruña RCD_Mallorca 1 0 0 0 0
Dep._La_Coruña Atlético_Madrid 1 0 0 0 0
Dep._La_Coruña Newcastle 2 0 0 0 0
Dep._La_Coruña Arsenal 0 0 1 0 0
Dep._La_Coruña CD_Tondela 0 0 1 0 0
Dep._La_Coruña Espanyol 1 0 0 0 0
Dep._La_Coruña Real_Zaragoza 2 0 0 0 0
Dep._La_Coruña CD_Málaga 1 0 0 0 0
Derby Coventry 0 0 0 0 1
Derby West_Brom 1 0 0 0 0
Derby Wolves_FC 1 0 0 0 0
Derby Manchester_City 0 0 0 0 1
Derby Southampton 1 0 0 0 0
Derby Blackburn 0 0 0 1 0
Derby Bristol_City 1 2 0 1 1
Derby Watford_FC 0 0 0 1 0
Derby Middlesbrough_FC 0 0 0 1 0
Derby EA_Guingamp 0 0 0 1 0
Derby Burnley 1 1 1 1 0
Derby Millwall 0 0 0 1 3
Derby Doncaster_Rovers 0 1 0 0 0
Derby Luton_Town 0 0 0 1 0
Derby Dep._La_Coruña 0 0 1 0 0
Derby Cardiff 0 1 0 0 0
Derby Blackpool 0 1 0 0 0
Derby QPR 1 0 0 0 1
Derby FC_Groningen 0 0 0 0 1
Derby Preston 0 0 0 1 0
Derby Barnsley_FC 2 0 0 1 0
Derby Reading_FC 0 1 0 0 0
Derby Portsmouth 0 1 0 0 0
Derby Wigan 0 0 2 0 0
Derby Huddersfield_Town 0 0 0 1 1
Derby Stoke_City 0 0 1 0 1
Derby Birmingham 0 0 1 0 0
Derby Leeds 1 1 0 0 0
Derby Swansea_City 0 0 0 0 1
Derby Sheff_Utd 1 1 0 0 2
Derby Crystal_Palace 3 0 0 0 1
Derby Nottingham_Forest 1 0 1 0 0
Dijon_FCO Rennes 0 0 0 0 2
Dijon_FCO SC_Freiburg 0 0 0 1 0
Dijon_FCO Barnsley_FC 0 0 0 1 0
Dijon_FCO Genoa 0 1 0 0 0
Dijon_FCO FC_Toulouse 0 0 0 2 0
Dijon_FCO OGC_Nice 0 0 1 1 0
Dijon_FCO FC_Nantes 0 0 0 1 0
Dijon_FCO Arsenal 0 0 0 0 1
Dijon_FCO Sporting 0 0 0 1 0
Dijon_FCO AS_Saint-Étienne 0 0 0 1 0
Din._Krasnodar Uralmash 0 0 1 1 2
Din._Krasnodar FK_Rostov 0 0 0 0 1
Din._Krasnodar Kuban_Krasnodar 0 2 0 0 0
Din._Krasnodar FC_Nizhniy_Novgorod 0 0 0 0 1
Din._Krasnodar Fulham 0 0 1 0 0
Din._Krasnodar Espanyol 0 0 0 1 1
Din._Krasnodar Terek_Grozny 0 2 0 0 0
Din._Krasnodar FK_Ufa 0 0 0 0 1
Din._Krasnodar Torpedo-Metallurg_Moscow 0 0 1 0 0
Din._Krasnodar Lokomotiv_Moscow 0 0 0 1 0
Din._Krasnodar St._Petersburg 0 1 0 0 0
Din._Krasnodar Spartak_Moscow 0 1 0 0 0
Din._Krasnodar Spartak_Nalchik 1 0 0 0 0
Din._Krasnodar FK_Tambov 0 0 0 0 1
Din._Krasnodar Amkar_II 0 1 0 0 0
Din._Krasnodar Arsenal_Tula 0 0 0 0 3
Din._Krasnodar US_Salernitana 0 0 0 0 1
Din._Krasnodar Sparta_Rotterdam 0 0 0 0 1
Din._Krasnodar Akhmat_Grozny 0 0 0 0 1
Din._Krasnodar Idel_Kazan 0 0 1 2 0
Din._Krasnodar Belenenses 0 0 0 0 1
Din._Krasnodar FC_Tosno 0 0 0 1 0
Din._Krasnodar Dynamo_Moscow 0 0 0 4 0
Din._Krasnodar Montpellier 0 0 0 1 1
Din._Krasnodar KS_Samara 0 2 1 0 0
Doncaster_Rovers Barnsley_FC 0 1 0 0 0
Doncaster_Rovers Southampton 0 1 0 0 0
Doncaster_Rovers Derby 2 0 0 0 0
Doncaster_Rovers Leicester 1 0 0 0 0
Doncaster_Rovers Reading_FC 1 0 0 0 0
Doncaster_Rovers Blackburn 0 1 0 0 0
Dynamo_Moscow SC_Lyon 0 0 1 0 0
Dynamo_Moscow FK_Tambov 0 0 0 0 1
Dynamo_Moscow Willem_II 0 0 0 1 0
Dynamo_Moscow Vitória_Guimarães_SC 1 0 0 0 0
Dynamo_Moscow Amkar_II 0 0 1 0 0
Dynamo_Moscow Spartak_Moscow 2 0 1 1 0
Dynamo_Moscow TSG_Hoffenheim 0 0 1 0 0
Dynamo_Moscow Din._Krasnodar 0 0 1 1 1
Dynamo_Moscow SC_Feyenoord 0 1 1 0 0
Dynamo_Moscow Uralmash 0 0 1 0 2
Dynamo_Moscow AS_Roma 0 0 1 0 0
Dynamo_Moscow Idel_Kazan 0 0 1 0 0
Dynamo_Moscow Sporting 0 1 0 0 0
Dynamo_Moscow St._Petersburg 3 1 3 0 0
Dynamo_Moscow FC_Tosno 0 0 0 1 0
Dynamo_Moscow Torpedo-Metallurg_Moscow 0 0 1 0 0
Dynamo_Moscow Kuban_Krasnodar 0 0 2 0 0
Dynamo_Moscow KS_Samara 0 2 0 0 2
Dynamo_Moscow Nottingham_Forest 0 0 0 1 0
Dynamo_Moscow FK_Rostov 2 0 0 3 1
Dynamo_Moscow Lokomotiv_Moscow 0 1 0 1 0
Dynamo_Moscow FC_Sochi 0 0 0 0 2
Dynamo_Moscow Arsenal_Tula 0 0 0 1 0
Dynamo_Moscow Wolfsburg 0 0 0 0 1
Dynamo_Moscow FC_Nizhniy_Novgorod 0 0 0 0 1
Dynamo_Moscow Tom_Tomsk 0 1 0 0 0
E._Braunschweig Millwall 0 1 0 0 0
E._Frankfurt Milan 0 0 0 0 1
E._Frankfurt Juventus 0 0 0 0 1
E._Frankfurt Hamburger_SV 0 0 1 0 0
E._Frankfurt Werder_Bremen 0 0 1 0 0
E._Frankfurt Bayer_Leverkusen 0 0 0 1 0
E._Frankfurt Celta_de_Vigo 0 0 0 0 1
E._Frankfurt Bayern_Munich 0 0 1 0 0
E._Frankfurt US_Sassuolo 0 0 0 1 0
E._Frankfurt Sporting 0 0 1 0 0
E._Frankfurt Greuther_Fürth 0 0 0 0 1
E._Frankfurt SC_Freiburg 0 0 2 0 0
E._Frankfurt Dynamo_Moscow 0 1 0 0 0
E._Frankfurt PSG 0 0 1 0 0
E._Frankfurt Rennes 1 0 0 0 0
E._Frankfurt RB_Leipzig 0 0 0 0 1
E._Frankfurt Hellas_Verona 0 0 0 0 1
E._Frankfurt Benfica 0 0 0 1 0
E._Frankfurt TSG_Hoffenheim 0 0 1 0 1
E._Frankfurt Real_Madrid 0 0 0 2 0
E._Frankfurt RW_Darmstadt 0 0 2 0 0
E._Frankfurt FC_Twente 0 0 1 0 0
E._Frankfurt Wolfsburg 0 0 1 0 0
E._Frankfurt Borussia_Dortmund 0 0 0 1 0
E._Frankfurt West_Ham 0 0 0 1 0
E._Frankfurt SD_Eibar 0 0 1 0 0
E._Frankfurt Emmen 0 0 0 0 1
E._Frankfurt FC_Ingolstadt 0 0 1 0 0
E._Frankfurt Idel_Kazan 0 0 1 0 0
E._Frankfurt FC_Schalke_04 0 0 0 1 1
E._Frankfurt FSV_Mainz 0 0 0 0 3
E._Frankfurt FC_Union_Berlin 0 0 0 0 1
EA_Guingamp LOSC_Lille 0 0 1 0 0
EA_Guingamp Rennes 0 0 0 1 0
EA_Guingamp SM_Caen 0 0 0 1 0
EA_Guingamp FSV_Mainz 0 0 1 0 0
EA_Guingamp SC_Lyon 0 0 1 0 0
EA_Guingamp Sporting 0 0 0 1 0
EA_Guingamp FC_Girondins_Bordeaux 0 0 0 2 0
EA_Guingamp AC_Amiens 0 0 0 1 0
EA_Guingamp Nîmes_Olympique 0 0 0 1 0
Elche_CF Levante_UD 0 1 0 0 0
Elche_CF Aston_Villa 0 0 1 0 0
Elche_CF Birmingham 0 0 0 0 1
Elche_CF Rayo_Vallecano 0 0 1 0 0
Elche_CF Villarreal_CF 0 0 0 0 1
Elche_CF Athletic 0 1 0 0 0
Emmen Sparta_Rotterdam 0 0 0 0 1
Emmen Ajax 0 0 0 1 0
Empoli_FC Torino_FC 0 0 0 0 1
Empoli_FC Napoli 0 0 3 0 0
Empoli_FC Genoa 0 0 0 0 1
Empoli_FC Spezia_Calcio 0 0 0 0 2
Empoli_FC Atalanta 0 0 1 0 0
Empoli_FC Udinese_Calcio 0 0 1 0 0
Empoli_FC Juventus 0 0 1 0 0
Empoli_FC OGC_Nice 0 0 0 0 1
Empoli_FC SS_Lazio 0 0 1 0 0
Empoli_FC US_Sassuolo 0 0 0 0 1
Empoli_FC UC_Sampdoria 0 0 0 0 1
Empoli_FC AC_Fiorentina 0 0 0 3 0
Espanyol West_Ham 0 0 0 1 0
Espanyol Blackpool 0 1 0 0 0
Espanyol Alavés 0 0 0 1 0
Espanyol Swansea_City 1 1 0 0 0
Espanyol Liverpool 1 0 0 0 0
Espanyol FC_Eindhoven 0 0 1 0 0
Espanyol AS_Roma 0 1 0 0 0
Espanyol Milan 1 0 0 0 0
Espanyol Napoli 1 0 1 0 0
Espanyol Almería_CF 0 0 0 0 1
Espanyol Sevilla_FC 1 0 0 0 0
Espanyol Arsenal_Tula 0 0 0 1 0
Espanyol SD_Eibar 0 0 1 2 0
Espanyol CD_Málaga 0 1 1 0 0
Espanyol SS_Lazio 0 0 0 1 0
Espanyol Manchester_City 1 0 0 0 0
Espanyol Wigan 1 0 0 0 0
Espanyol Real_Zaragoza 0 1 0 0 0
Espanyol Levante_UD 0 0 0 1 0
Espanyol RCD_Mallorca 0 1 0 0 0
Espanyol Villarreal_CF 0 0 2 2 0
Espanyol Portsmouth 1 0 0 0 0
Espanyol Idel_Kazan 0 1 0 0 0
Espanyol Real_Madrid 1 1 2 0 0
Espanyol Real_Betis 0 2 0 2 0
Espanyol FSV_Mainz 0 0 0 1 0
Espanyol Watford_FC 0 0 0 1 0
Espanyol CA_Osasuna 0 0 2 0 0
Espanyol CA_Bastia 0 0 1 0 0
Espanyol Rayo_Vallecano 0 1 0 0 0
Espanyol Spartak_Moscow 1 0 0 0 0
Espanyol Middlesbrough_FC 0 0 1 0 0
Espanyol Getafe 0 1 0 0 0
Espanyol Atlético_Madrid 0 0 0 1 0
Estoril_Praia Cagliari_Calcio 0 0 1 0 0
Estoril_Praia FC_Paços_de_Ferreira 0 0 1 0 0
Estoril_Praia Académica_Coimbra 0 0 1 0 0
Estoril_Praia Moreirense_FC 0 0 1 0 0
Estoril_Praia SC_Braga 0 0 1 0 0
Estoril_Praia FC_Penafiel 0 0 1 0 0
Estoril_Praia Arouca 0 0 1 0 0
Estoril_Praia Famalicão 0 0 0 0 1
Estoril_Praia Sporting 0 1 1 1 1
Estoril_Praia Marítimo 0 0 0 0 1
Estoril_Praia Wolves_FC 0 0 0 0 1
Estoril_Praia Benfica 0 1 0 0 0
Estoril_Praia Rio_Ave_FC 0 0 0 0 1
Estoril_Praia Stuttgart 0 0 0 1 0
Estoril_Praia FC_Porto 0 2 1 0 1
Estoril_Praia Boavista 0 0 0 0 1
Estoril_Praia CD_Santa_Clara 0 0 0 0 1
Estoril_Praia FC_Nantes 0 0 1 0 0
Everton West_Brom 0 1 0 1 0
Everton CSKA_Moscow 0 0 0 1 0
Everton Newcastle 1 0 0 0 1
Everton Real_Betis 0 0 0 1 0
Everton PSG 0 0 0 1 0
Everton Burnley 0 0 0 1 0
Everton Aston_Villa 0 0 0 0 1
Everton Chelsea 0 0 0 1 0
Everton Hull_City 0 1 0 0 0
Everton Arsenal 0 1 0 0 0
Everton Las_Palmas_Atl. 0 0 1 0 0
Everton Cardiff 0 0 1 0 0
Everton OGC_Nice 0 0 0 0 1
Everton Bristol_City 0 0 0 1 0
Everton Luton_Town 0 0 0 1 0
Everton Southampton 0 0 0 0 1
Everton Tottenham 1 1 0 0 1
Everton Birmingham 1 0 0 0 0
Everton AS_Monaco 0 0 0 1 0
Everton Blackburn 1 1 1 0 0
Everton Barcelona 0 0 0 1 0
Everton Coventry 1 0 0 0 0
Everton KS_Samara 0 1 0 0 0
Everton Ajax 0 0 0 0 1
Everton Norwich 1 1 1 0 1
Everton Crystal_Palace 0 0 0 1 0
Everton Suderland 0 0 3 1 0
Everton Millwall 0 0 1 0 0
Everton Hertha_BSC 0 0 0 0 1
Everton Villarreal_CF 0 0 0 1 0
Everton Sheff_Utd 0 0 0 1 0
Everton AFC_Bournemouth 0 0 1 0 0
Everton RB_Leipzig 0 0 0 1 0
Everton Manchester_City 1 2 1 1 0
Everton Spartak_Moscow 0 1 0 0 0
Everton Leicester 0 1 0 0 0
Everton Werder_Bremen 0 0 0 1 0
Everton Watford_FC 0 0 0 1 1
Everton UC_Sampdoria 0 0 1 0 0
Everton Fulham 1 1 0 0 0
Everton Stoke_City 1 0 0 0 0
Excelsior Heracles_Almelo 0 0 2 0 0
Excelsior ADO_Den_Haag 0 0 0 2 0
Excelsior Nottingham_Forest 0 0 1 0 0
Excelsior FC_Utrecht 0 1 0 0 0
Excelsior NEC_Nijmegen 0 1 0 0 0
Excelsior Roda_JC 0 0 1 0 0
Excelsior Vitesse 0 0 0 1 0
Excelsior AZ_Alkmaar 0 0 1 0 0
Excelsior Go_Ahead_Eagles 0 0 1 0 0
Excelsior Brighton 0 1 0 0 0
Excelsior FC_Zwolle 0 0 0 3 0
Excelsior FC_Toulouse 0 0 0 0 1
Excelsior SC_Feyenoord 0 2 0 0 1
Excelsior Leeds 0 0 1 0 0
Excelsior NAC_Breda 0 0 0 1 0
Excelsior FC_Groningen 0 0 1 0 0
F._Düsseldorf FC_Schalke_04 0 0 0 1 0
F._Düsseldorf Werder_Bremen 0 1 0 0 0
FC_Augsburg FC_Köln 0 0 1 0 0
FC_Augsburg FSV_Mainz 0 0 0 1 0
FC_Augsburg Vitesse 0 0 0 1 0
FC_Augsburg SC_Freiburg 0 0 0 1 1
FC_Augsburg Borussia_Mönchengladbach 0 0 1 1 0
FC_Augsburg Bayer_Leverkusen 0 0 0 1 0
FC_Augsburg Norwich 0 0 0 1 0
FC_Augsburg Hertha_BSC 0 0 1 0 2
FC_Augsburg FC_Union_Berlin 0 0 0 1 2
FC_Augsburg FC_Eindhoven 0 0 0 0 1
FC_Augsburg Borussia_Dortmund 0 0 1 1 0
FC_Augsburg TSG_Hoffenheim 0 0 0 1 0
FC_Augsburg RC_Lens 0 0 0 0 1
FC_Augsburg FC_Groningen 0 1 0 0 0
FC_Augsburg Stuttgart 0 1 0 1 0
FC_Augsburg E._Braunschweig 0 1 0 0 0
FC_Augsburg Chelsea 0 0 1 0 0
FC_Augsburg Liverpool 0 0 2 0 0
FC_Augsburg Wolfsburg 0 0 0 1 0
FC_Augsburg Hamburger_SV 0 0 1 0 0
FC_Augsburg F._Düsseldorf 0 2 0 0 0
FC_Augsburg E._Frankfurt 0 0 0 1 0
FC_Crotone UC_Sampdoria 0 0 2 0 0
FC_Crotone Genoa 0 0 2 0 0
FC_Crotone US_Sassuolo 0 0 1 0 0
FC_Eindhoven Chelsea 0 0 0 0 1
FC_Eindhoven Kuban_Krasnodar 0 1 0 0 0
FC_Eindhoven FC_Schalke_04 1 0 0 0 0
FC_Eindhoven Go_Ahead_Eagles 0 0 1 0 0
FC_Eindhoven Inter_Milan 0 0 0 0 1
FC_Eindhoven Fulham 1 0 0 0 0
FC_Eindhoven SC_Heerenveen 1 0 1 0 0
FC_Eindhoven Manchester_City 0 0 1 1 0
FC_Eindhoven Atalanta 0 0 0 0 1
FC_Eindhoven Brighton 0 0 0 2 0
FC_Eindhoven Rennes 0 1 0 0 0
FC_Eindhoven Ajax 2 0 0 0 0
FC_Eindhoven Newcastle 0 0 1 0 0
FC_Eindhoven ADO_Den_Haag 0 0 1 0 1
FC_Eindhoven FC_Twente 0 0 0 1 2
FC_Eindhoven Borussia_Dortmund 0 0 0 0 1
FC_Eindhoven Tottenham 1 0 0 1 0
FC_Eindhoven E._Frankfurt 0 0 0 1 1
FC_Eindhoven FC_Nuremberg 1 0 0 0 0
FC_Eindhoven Wolfsburg 0 0 1 0 0
FC_Eindhoven Stuttgart 0 1 1 0 0
FC_Eindhoven Stoke_City 0 1 0 0 0
FC_Eindhoven FC_Utrecht 0 0 0 1 0
FC_Eindhoven Cagliari_Calcio 0 0 0 1 0
FC_Eindhoven Real_Betis 0 0 0 1 0
FC_Eindhoven Hull_City 0 0 0 1 0
FC_Eindhoven FC_Groningen 0 1 1 0 0
FC_Eindhoven FC_Augsburg 0 0 1 0 0
FC_Eindhoven Napoli 0 1 0 1 0
FC_Eindhoven Juventus 0 0 0 0 1
FC_Eindhoven SC_Freiburg 0 0 0 0 1
FC_Eindhoven Sevilla_FC 0 0 0 1 0
FC_Eindhoven Vitesse 0 0 0 1 1
FC_Eindhoven Liverpool 0 0 0 0 1
FC_Eindhoven Fortuna_Sittard 0 0 0 0 1
FC_Eindhoven Hannover_96 0 1 0 0 0
FC_Eindhoven Roda_JC 1 0 0 0 0
FC_Eindhoven Swansea_City 0 0 1 0 1
FC_Eindhoven Barcelona 1 0 0 0 0
FC_Eindhoven Greuther_Fürth 0 0 0 0 1
FC_Eindhoven Dynamo_Moscow 0 1 0 0 0
FC_Eindhoven OGC_Nice 0 0 0 0 1
FC_Eindhoven Atlético_Madrid 0 0 0 1 0
FC_Eindhoven NEC_Nijmegen 1 1 0 0 0
FC_Eindhoven Sporting 0 1 0 0 0
FC_Eindhoven Spezia_Calcio 0 0 0 0 1
FC_Eindhoven AZ_Alkmaar 1 0 0 1 0
FC_Eindhoven TSG_Hoffenheim 0 0 0 1 0
FC_Eindhoven St._Petersburg 1 0 0 0 0
FC_Eindhoven NAC_Breda 1 0 0 3 0
FC_Eindhoven Willem_II 0 0 1 0 1
FC_Eindhoven AS_Roma 0 1 0 1 0
FC_Eindhoven FC_Zwolle 0 0 0 1 0
FC_Eindhoven Brentford 0 0 1 0 0
FC_Eindhoven Spartak_Moscow 0 0 0 0 1
FC_Eindhoven US_Palermo 0 0 1 0 0
FC_Girondins_Bordeaux Barcelona 0 0 0 1 0
FC_Girondins_Bordeaux AC_Ajaccio 0 1 0 0 0
FC_Girondins_Bordeaux SS_Lazio 0 1 0 0 1
FC_Girondins_Bordeaux FC_Nantes 0 0 1 1 0
FC_Girondins_Bordeaux SM_Caen 0 0 0 1 0
FC_Girondins_Bordeaux Genoa 0 0 0 1 0
FC_Girondins_Bordeaux US_Boulogne 1 0 0 0 0
FC_Girondins_Bordeaux Lokomotiv_Moscow 0 0 0 0 2
FC_Girondins_Bordeaux Newcastle 0 1 1 0 0
FC_Girondins_Bordeaux Montpellier 0 0 0 1 0
FC_Girondins_Bordeaux Sporting 0 0 1 0 0
FC_Girondins_Bordeaux F._Düsseldorf 0 0 0 1 0
FC_Girondins_Bordeaux AS_Monaco 1 0 0 1 0
FC_Girondins_Bordeaux Milan 0 0 0 0 1
FC_Girondins_Bordeaux Manchester_City 1 0 0 0 0
FC_Girondins_Bordeaux Marseille 1 1 1 0 0
FC_Girondins_Bordeaux Crystal_Palace 0 1 0 0 0
FC_Girondins_Bordeaux Angers_SCO 0 0 0 3 1
FC_Girondins_Bordeaux TSG_Hoffenheim 0 1 0 0 0
FC_Girondins_Bordeaux Watford_FC 0 0 0 0 1
FC_Girondins_Bordeaux Werder_Bremen 0 1 1 0 0
FC_Girondins_Bordeaux Nîmes_Olympique 0 0 0 0 1
